_id,sentiment,political,text
5dcaf690c14b24d0701c04a8,0,0,RT @BuckSexton: So weird how the “cant criticize kids rule” that the media enforces with dictatorial resolve is applicable to Greta Thunber…
5dcaf690c14b24d0701c04a9,0,0,RT @PrisonPlanet: Greta Thunberg (the people using her as a child human shield for their hysterical propaganda) has filed a complaint with…
5dcaf690c14b24d0701c04aa,0,1,"RT @WayneDupreeShow: The left is turning an entire generation of kids into neurotic messes

 https://t.co/80uw4BENfA"
5dcaf690c14b24d0701c04ab,0,0,RT @BreitbartNews: If you're not focused on China you're not serious about the environment. https://t.co/Cb4HJfXa6e
5dcaf690c14b24d0701c04ac,0,1,RT @PrisonPlanet: Greta Thunberg (the people using her as a child human shield for their hysterical propaganda) has filed a complaint with…
5dcaf690c14b24d0701c04ad,0,1,"RT @WatcherDead: Trump steals demon-spawn Greta Thunberg's limelight during the UN Climate Action Summit
https://t.co/0Rq0KTuCbH

Priceless…"
5dcaf690c14b24d0701c04ae,0,0,"RT @TVsCarlKinsella: Ryan Tubridy says if Greta Thunberg were a movie, he'd press pause. 

If Ryan Tubridy were a movie, I'd put my foot th…"
5dcaf690c14b24d0701c04af,0,0,"RT @catturd2: 😂😂😂

""She seems like a very happy young girl"": President Trump on Greta Thunberg https://t.co/Hs29EGWxZV via @gatewaypundit"
5dcaf690c14b24d0701c04b0,0,0,"RT @MikeCarlton01: ...which will no doubt bring forth another torrent of puerile abuse from Blot, Fido Kenny, Albrechtsen and the usual soc…"
5dcaf690c14b24d0701c04b1,0,0,"RT @PurpleIsCovfefe: Swedish Teen Screams at World Leaders at UN Climate Summit, ‘You Have Stolen My Childhood… How Dare You!’ 😯 I'm like,…"
5dcaf690c14b24d0701c04b2,1,1,RT @RonPlacone: Chelsea Clinton thanking Greta Thunberg is like if Wayne LaPierre’s kid thanked David Hogg https://t.co/b67jxsmfkn
5dcaf690c14b24d0701c04b3,1,0,RT @ed_solomon: The people who got mad at or threatened by Greta Thunberg’s anger &amp; emotionalism and called it childish &amp; immature are the…
5dcaf690c14b24d0701c04b4,0,1,"RT @WIRED: ”People are suffering, people are dying, entire ecosystems are collapsing. We are in the beginning of a mass extinction and all…"
5dcaf690c14b24d0701c04b5,1,0,RT @ed_solomon: The people who got mad at or threatened by Greta Thunberg’s anger &amp; emotionalism and called it childish &amp; immature are the…
5dcaf690c14b24d0701c04b6,0,1,"RT @ProudResister: Trump: “Climate change is a hoax.”

Greta Thunberg: “Entire ecosystems are collapsing. We are in the beginning of a mass…"
5dcaf690c14b24d0701c04b7,0,0,"RT @w_terrence: WHY EXPLOIT CHILDREN? 

Greta Thunberg said the world is coming to an extinction. Why is she not at school? Why do her pare…"
5dcaf690c14b24d0701c04b8,0,1,RT @radiosweden: Greta Thunberg's glare at Donald Trump goes goes viral https://t.co/DpQb2re0Zu https://t.co/ELux8I0MiW
5dcaf691c14b24d0701c04b9,1,1,'This is science': Teen climate activist Greta Thunberg testifies before Congress https://t.co/zXZ9hdmVDb
5dcaf691c14b24d0701c04ba,0,0,"RT @yesitshanna: General observation that the people who have problems with Greta Thunberg, a child acting like an adult, are also often th…"
5dcaf691c14b24d0701c04bb,0,0,"On Greta Thunberg. Best case scenario, she’s just naturally annoying. Worst case scenario, she’s being manipulated.… https://t.co/YadK2vdZNT"
5dcaf691c14b24d0701c04bc,0,1,"RT @heatherjones333: Trump! Ya Gotta Love Him! 😂😂😂

""She seems like a very happy young girl"": President Trump on Greta Thunberg https://t.c…"
5dcaf691c14b24d0701c04bd,1,0,RT @jephjacques: The only possible good that could come from civilization collapsing due to climate change is Cyborg Greta Thunberg persona…
5dcaf691c14b24d0701c04be,0,0,"RT @w_terrence: WHY EXPLOIT CHILDREN? 

Greta Thunberg said the world is coming to an extinction. Why is she not at school? Why do her pare…"
5dcaf691c14b24d0701c04bf,0,0,"RT @WIRED: ”People are suffering, people are dying, entire ecosystems are collapsing. We are in the beginning of a mass extinction and all…"
5dcaf691c14b24d0701c04c0,0,1,RT @CarmineSabia: President Donald Trump walks past Greta Thunberg because he does not bow to 16 year olds. https://t.co/4m9VGMz8CD
5dcaf691c14b24d0701c04c1,0,0,"RT @uhshanti: it's depressing to see Greta Thunberg treated the same way Malala Yousafzai was -- fêted and fawned over, but not actually li…"
5dcaf691c14b24d0701c04c2,0,0,"RT @TwitterMoments: “We are in the beginning of a mass extinction and all you can talk about is money,” said Greta Thunberg in a moving spe…"
5dcaf691c14b24d0701c04c3,1,0,RT @jephjacques: Greta Thunberg is quite literally speaking truth to power and every shitty old white person on the planet is mad that she…
5dcaf691c14b24d0701c04c4,1,0,"RT @RepAdamSchiff: Greta Thunberg, at 16 years old, has more courage and moral clarity on climate change than an entire room full of world…"
5dcaf691c14b24d0701c04c5,0,1,RT @TIME: Greta Thunberg to world leaders at the U.N. climate summit: “You have stolen my dreams and my childhood with your empty words” ht…
5dcaf691c14b24d0701c04c6,0,1,"RT @mmpadellan: Over the past few years, Melania trump has masqueraded as an anti-bullying, ""Be Best"" advocate.

In the past few days, Cons…"
5dcaf692c14b24d0701c04c7,0,0,RT @PrisonPlanet: Greta Thunberg (the people using her as a child human shield for their hysterical propaganda) has filed a complaint with…
5dcaf692c14b24d0701c04c8,0,0,"RT @catturd2: 😂😂😂

""She seems like a very happy young girl"": President Trump on Greta Thunberg https://t.co/Hs29EGWxZV via @gatewaypundit"
5dcaf692c14b24d0701c04c9,0,0,RT @TIME: Greta Thunberg to world leaders at the U.N. climate summit: “You have stolen my dreams and my childhood with your empty words” ht…
5dcaf692c14b24d0701c04ca,0,1,RT @Polkameister: I must admit it is quite a contrast as the same Canadian liberal lefties who tell us 16 year old Greta Thunberg must be l…
5dcaf692c14b24d0701c04cb,0,1,"RT @CBSNews: Greta Thunberg to world leaders: ""You are still not mature enough to tell it like it is. You are failing us. Young people are…"
5dcaf692c14b24d0701c04cc,1,0,RT @stepheni_miller: I cannot believe people are attacking this wonderful child! Greta has brought more awareness/change than most governme…
5dcaf692c14b24d0701c04cd,1,0,RT @ed_solomon: The people who got mad at or threatened by Greta Thunberg’s anger &amp; emotionalism and called it childish &amp; immature are the…
5dcaf692c14b24d0701c04ce,1,0,"Sky Views: I had mixed feelings about Greta Thunberg's speech | Climate News | Sky News
She should be placed in jun… https://t.co/covCnyOgV2"
5dcaf692c14b24d0701c04cf,0,0,"RT @MrAndyNgo: Greta Thunberg, who suffers from an anxiety disorder, tells world leaders at the UN: “You have stolen my dreams and my child…"
5dcaf692c14b24d0701c04d0,1,0,RT @GretaThunberg: Today at 11:30 I and 15 other children from around the world filed a legal complaint against 5 nations over the climate…
5dcaf692c14b24d0701c04d1,1,0,"RT @larwoolf: Photo of the day!
#Trump and #GretaThunberg NO COMMENT https://t.co/118M0bJcFU"
5dcaf692c14b24d0701c04d2,0,0,"RT @1776Stonewall: psychotic Swedish teen climate freak, Greta Thunberg, and 15 other brainwashed children file climate complaints against…"
5dcaf692c14b24d0701c04d3,0,0,"RT @CNN: ""You have stolen my dreams and my childhood with your empty words,"" climate activist Greta Thunberg tells the UN. ""We are in the b…"
5dcaf692c14b24d0701c04d4,1,0,"RT @endofanerajc: why am i seeing grown whole ass adults making fun of a 16yo child? it wasn’t cute when people did it to david hogg, it wa…"
5dcaf692c14b24d0701c04d5,0,0,"RT @michinara3: Greta Thunberg ""We are in the beginning of a mass extinction and all you can talk about is money and fairy tales of eternal…"
5dcaf692c14b24d0701c04d6,0,1,"RT @ProudResister: Trump: “Climate change is a hoax.”

Greta Thunberg: “Entire ecosystems are collapsing. We are in the beginning of a mass…"
5dcaf692c14b24d0701c04d7,1,0,RT @ed_solomon: The people who got mad at or threatened by Greta Thunberg’s anger &amp; emotionalism and called it childish &amp; immature are the…
5dcaf693c14b24d0701c04d8,1,0,"RT @GammaInfinity: Greta Thunberg and Jane Goodall. See, there IS hope. https://t.co/VI5b4rk3kF"
5dcaf693c14b24d0701c04d9,0,0,RT @PrisonPlanet: Greta Thunberg (the people using her as a child human shield for their hysterical propaganda) has filed a complaint with…
5dcaf693c14b24d0701c04da,0,0,"RT @Mandalorian_Ren: Michael Knowles calls Greta Thunberg ""mentally ill"". Let me tell him as a mother of a son with autism to fuck right of…"
5dcaf693c14b24d0701c04db,1,0,grown people really be mocking greta thunberg for being 16 while they’re out here doing nothing compared to what she’s been doing
5dcaf693c14b24d0701c04dc,0,0,"RT @kylegriffin1: Greta Thunberg at #UNGA: ""This is all wrong. I shouldn’t be up here. I should be in school on the other side of the ocean…"
5dcaf693c14b24d0701c04dd,0,1,RT @Bdwal359: Hey @FoxNews how much longer are you going to allow this type of disgusting behavior from @IngrahamAngle? This is no better t…
5dcaf693c14b24d0701c04de,1,0,RT @EricHolthaus: BREAKING: Greta Thunberg and other kids from around the world are suing world leaders in a landmark new climate lawsuit.…
5dcaf693c14b24d0701c04df,1,0,"RT @RepAdamSchiff: Greta Thunberg, at 16 years old, has more courage and moral clarity on climate change than an entire room full of world…"
5dcaf693c14b24d0701c04e0,0,0,The super twerps @GretaThunberg @Jamie_Margolin just spew what the adults hand them #ClimateHoax https://t.co/7GSKjaiTYF
5dcaf693c14b24d0701c04e1,1,0,RT @jerseyh0mo: Seeing grown ass adults attack Greta Thunberg just shows how stupid the climate-deniers really are. You have no argument so…
5dcaf693c14b24d0701c04e2,1,0,RT @funder: The world is Greta Thunberg rn. https://t.co/G9A7cNZe0v
5dcaf693c14b24d0701c04e3,1,1,"RT @MattWalshBlog: It may be a smart political move to traumatize children with these End Times prophecies, but it is morally abominable

h…"
5dcaf693c14b24d0701c04e4,1,0,"RT @_SJPeace_: Greta Thunberg

""This is all wrong. I shouldn’t be up here. I should be in school on the other side of the ocean. Yet you co…"
5dcaf693c14b24d0701c04e5,0,0,"RT @WIRED: ”People are suffering, people are dying, entire ecosystems are collapsing. We are in the beginning of a mass extinction and all…"
5dcaf693c14b24d0701c04e6,1,0,RT @attomeybharti: And I’m also sure that @ImRo45 will resign from @mipaltan which is funded by money earned from selling fossil fuels. Gre…
5dcaf693c14b24d0701c04e7,0,0,RT @hugorifkind: I find Greta Thunberg's speech extraordinarily difficult to watch. I suppose everybody does. I wonder if the people who ma…
5dcaf693c14b24d0701c04e8,1,0,RT @GretaThunberg: Today at 11:30 I and 15 other children from around the world filed a legal complaint against 5 nations over the climate…
5dcaf693c14b24d0701c04e9,0,0,"RT @WashTimes: Greta Thunberg, a parent’s nightmare - https://t.co/VyJaEG15ZZ - @washtimes @ckchumley: ""This is how kids act when they aren…"
5dcaf693c14b24d0701c04ea,1,0,"RT @_SJPeace_: Greta Thunberg

""This is all wrong. I shouldn’t be up here. I should be in school on the other side of the ocean. Yet you co…"
5dcaf693c14b24d0701c04eb,1,0,RT @ValerieComplex: I hope the same energy given to Greta Thunberg is the same energy you give to Little Miss Flint because Flint still wit…
5dcaf694c14b24d0701c04ec,1,1,"RT @Dinrandir_EM: Stare to the blackhole in this asshole's chest like an arrow of fire, girl 🖖 #Greta #GretaThunbergOutdidTrump https://t.c…"
5dcaf694c14b24d0701c04ed,1,0,Last time when someone spoke with such conviction about an impending event without full knowledge of facts and evid… https://t.co/fgAPSShaWo
5dcaf694c14b24d0701c04ee,1,0,Last time when someone spoke with such conviction about an impending event without full knowledge of facts and evid… https://t.co/fgAPSShaWo
5dcaf694c14b24d0701c04ef,1,0,"RT @w_terrence: Another CLIMATE CHANGE ACTIVIST

Greta Thunberg is not the only one!

This 15 year old boy is pissed off about Climate Chan…"
5dcaf694c14b24d0701c04f0,0,1,"RT @washingtonpost: A Fox News guest called Greta Thunberg ""mentally ill."" The network apologized for the ""disgraceful"" comment. https://t.…"
5dcaf694c14b24d0701c04f1,1,0,RT @ValerieComplex: I hope the same energy given to Greta Thunberg is the same energy you give to Little Miss Flint because Flint still wit…
5dcaf694c14b24d0701c04f2,1,0, - @GretaThunberg is fighting for the planet and the living conditions of your grandchildren and yo… https://t.co/jq6e2iOTfK
5dcaf694c14b24d0701c04f3,1,0,RT @kelly2277: ❤️🌎 ❤️Congratulations to Swedish teen activist Greta Thunberg who is nominated for a Nobel Prize for her work on climate cha…
5dcaf694c14b24d0701c04f4,1,0,RT @kelly2277: ❤️🌎 ❤️Congratulations to Swedish teen activist Greta Thunberg who is nominated for a Nobel Prize for her work on climate cha…
5dcaf694c14b24d0701c04f5,0,0,RT @BorgJardin: @AynRandPaulRyan I can’t wait for MORE @FoxNews sponsors to drop despicable Laura Ingraham who uses her @IngrahamAngle show…
5dcaf694c14b24d0701c04f6,0,0,"RT @timjacobwise: You can't have it both ways. You can't attack young folk for being self-absorbed &amp; only concerned about makeup tutorials,…"
5dcaf694c14b24d0701c04f7,1,0,RT @ValerieComplex: I hope the same energy given to Greta Thunberg is the same energy you give to Little Miss Flint because Flint still wit…
5dcaf694c14b24d0701c04f8,1,0,"RT @dcbigjohn: Greta Thunberg's age is really not the point. People are mocking a thoughtful, sincere person who's entire point is saving e…"
5dcaf694c14b24d0701c04f9,1,0,RT @GretaThunberg: Today at 11:30 I and 15 other children from around the world filed a legal complaint against 5 nations over the climate…
5dcaf694c14b24d0701c04fa,0,1,New from Mediaite → Has Fox News Cuts Ties With Michael Knowles After ‘Mentally Ill’ Comment About Greta Thunberg? https://t.co/kSfYgRhMRD
5dcaf694c14b24d0701c04fb,0,1,"RT @adamcbest: When conservatives attack young activists like David Hogg and Greta Thunberg what they are really saying is “Hey, kids, stop…"
5dcaf694c14b24d0701c04fc,0,0,"RT @girlsreallyrule: Here is Laura Ingraham comparing Greta Thunberg to Children of the Corn and saying, ""I can't wait for Stephen King's s…"
5dcaf694c14b24d0701c04fd,0,0,"RT @ConanGShore: Greta Thunberg: I would very much like if the polar icecaps didn’t melt
40 year old men: https://t.co/ATILVFNtWB"
5dcaf694c14b24d0701c04fe,1,0,"RT @alcadevinc: Greta Thunberg is being praised for fighting for the environment. 

Meanwhile, when Lumad youth speaks up, they are being p…"
5dcaf694c14b24d0701c04ff,0,0,RT @PrisonPlanet: Greta Thunberg (the people using her as a child human shield for their hysterical propaganda) has filed a complaint with…
5dcaf695c14b24d0701c0500,1,0,"RT @MichaelSkolnik: Greta Thunberg. 

The whole speech. 

Watch every second of it. 

#UNGA  https://t.co/mXjm4L6OXj"
5dcaf695c14b24d0701c0501,1,1,RT @EricHolthaus: BREAKING: Greta Thunberg and other kids from around the world are suing world leaders in a landmark new climate lawsuit.…
5dcaf695c14b24d0701c0502,1,0,god greta thunberg is a LEGEND
5dcaf695c14b24d0701c0503,0,0,"RT @kylegriffin1: Greta Thunberg at #UNGA: ""This is all wrong. I shouldn’t be up here. I should be in school on the other side of the ocean…"
5dcaf695c14b24d0701c0504,0,0,RT @ClimateDepot: Dinesh D'Souza compares teen eco-warrior Greta Thunberg to Aryan poster girl used by NAZIS | Daily Mail Online - https://…
5dcaf695c14b24d0701c0505,0,0,"RT @funder: If you’re attacking Greta Thunberg, then yes, you’re a monster."
5dcaf695c14b24d0701c0506,1,0,"Greta Thunberg and Twerk Guy in Shorts are on the same side.

Think about that."
5dcaf695c14b24d0701c0507,0,1,RT @Polkameister: I must admit it is quite a contrast as the same Canadian liberal lefties who tell us 16 year old Greta Thunberg must be l…
5dcaf695c14b24d0701c0508,1,0,"RT @_SJPeace_: Greta Thunberg

""This is all wrong. I shouldn’t be up here. I should be in school on the other side of the ocean. Yet you co…"
5dcaf695c14b24d0701c0509,1,0,RT @ed_solomon: The people who got mad at or threatened by Greta Thunberg’s anger &amp; emotionalism and called it childish &amp; immature are the…
5dcaf695c14b24d0701c050a,0,0,RT @PrisonPlanet: Greta Thunberg (the people using her as a child human shield for their hysterical propaganda) has filed a complaint with…
5dcaf695c14b24d0701c050b,0,1,RT @RobMax4: Right-winger gets destroyed for comparing Greta Thunberg to the Nazis https://t.co/5h7igEvvnx
5dcaf695c14b24d0701c050c,0,0,"RT @uhshanti: it's depressing to see Greta Thunberg treated the same way Malala Yousafzai was -- fêted and fawned over, but not actually li…"
5dcaf695c14b24d0701c050d,0,1,"RT @washingtonpost: A Fox News guest called Greta Thunberg ""mentally ill."" The network apologized for the ""disgraceful"" comment. https://t.…"
5dcaf695c14b24d0701c050e,0,1,"RT @WayneDupreeShow: The left is turning an entire generation of kids into neurotic messes

 https://t.co/80uw4BENfA"
5dcaf695c14b24d0701c050f,0,0,RT @ResisterSiano: Raise your hand if you think Greta Thunberg is more intelligent than every member of the GOP.
5dcaf695c14b24d0701c0510,1,0,"RT @politvidchannel: POWERFUL VIDEO

Greta Thunberg at UN on Global warming""I shouldn’t be up here. I should be in school on the other side…"
5dcaf696c14b24d0701c0511,1,0,"RT @tonyposnanski: Fuck every single dumbfuck adult who attacks Greta Thunberg, who has more courage and heart than every one of those piec…"
5dcaf696c14b24d0701c0512,0,0,"RT @NewsHour: WATCH: ""How dare you? You have stolen my childhood and my dreams with your empty words,"" climate activist Greta Thunberg told…"
5dcaf696c14b24d0701c0513,0,0,"RT @WashTimes: Greta Thunberg, a parent’s nightmare - https://t.co/VyJaEG15ZZ - @washtimes @ckchumley: ""This is how kids act when they aren…"
5dcaf696c14b24d0701c0514,0,0,"RT @mitchellvii: This week, Greta Thunberg has told us:

1) Our house is on fire.
2) Entire ecosystems are collapsing.
2) We are on the bri…"
5dcaf696c14b24d0701c0515,0,1,"RT @goldengateblond: Congratulations to Greta Thunberg, who just became the only white European that Trump has ever wanted to deport."
5dcaf696c14b24d0701c0516,1,0,"RT @tonyposnanski: Fuck every single dumbfuck adult who attacks Greta Thunberg, who has more courage and heart than every one of those piec…"
5dcaf696c14b24d0701c0517,0,1,'She seems very happy': Trump appears to mock Greta Thunberg's emotional speech https://t.co/8dtR45056n
5dcaf696c14b24d0701c0518,0,0,Struggling as to why Greta Thunberg gets so much abuse. She’s a teenager with Aspergers who is passionate and speak… https://t.co/j0Yfd8LNpZ
5dcaf696c14b24d0701c0519,0,0,"RT @maykamaykaba: Reality check: The Filipino youth have been fighting for our environment, but the sad thing here is that unlike Greta Thu…"
5dcaf696c14b24d0701c051a,0,0,"RT @CNN: ""You have stolen my dreams and my childhood with your empty words,"" climate activist Greta Thunberg tells the UN. ""We are in the b…"
5dcaf696c14b24d0701c051b,1,0,"RT @billmckibben: Big thanks to @GretaThunberg for straightforwardly taking on the ""fairytale of eternal economic growth.""
https://t.co/0uK…"
5dcaf696c14b24d0701c051c,1,0,RT @ed_solomon: The people who got mad at or threatened by Greta Thunberg’s anger &amp; emotionalism and called it childish &amp; immature are the…
5dcaf696c14b24d0701c051d,1,0,"RT @dianabutlerbass: Those commenting on Greta Thunberg would do well to remember that Joan of Arc led an army, Jane Austen wrote her 1st w…"
5dcaf696c14b24d0701c051e,0,0,RT @William77295174: Its like voting for Kermit the Frog for a Noble Peace Prize. Should Kermit get it? Or should it go to the puppet maste…
5dcaf696c14b24d0701c051f,1,0,RT @NMag_CT: The abuse Greta Thunberg has to endure from climate deniers is a disgrace. This little girl is incredibly brave to stand there…
5dcaf696c14b24d0701c0520,1,0,RT @GretaThunberg: Today at 11:30 I and 15 other children from around the world filed a legal complaint against 5 nations over the climate…
5dcaf696c14b24d0701c0521,0,0,"RT @Henrik_Palmgren: On behalf of Swedes, I apologize for #GretaThunberg, she does not represent us. I disavow her climate alarmism that's…"
5dcaf696c14b24d0701c0522,1,0,"RT @alcadevinc: Greta Thunberg is being praised for fighting for the environment. 

Meanwhile, when Lumad youth speaks up, they are being p…"
5dcaf696c14b24d0701c0523,1,0,RT @GretaThunberg: Today at 11:30 I and 15 other children from around the world filed a legal complaint against 5 nations over the climate…
5dcaf696c14b24d0701c0524,1,0,"@CanadensisMax Guess who’s up for a Nobel Prize ... @GretaThunberg ‼️
The whining bitch trump is #GretaThurnberg ‘s… https://t.co/J4PZWqOmf4"
5dcaf696c14b24d0701c0525,0,0,RT @PrisonPlanet: Greta Thunberg (the people using her as a child human shield for their hysterical propaganda) has filed a complaint with…
5dcaf697c14b24d0701c0526,0,0,"RT @Channel4News: “We will not let you get away with this.”

Greta Thunberg challenges the UN ‘action summit’ on climate change, telling wo…"
5dcaf697c14b24d0701c0527,0,0,"RT @timjacobwise: You can't have it both ways. You can't attack young folk for being self-absorbed &amp; only concerned about makeup tutorials,…"
5dcaf697c14b24d0701c0528,0,0,"RT @ABC: Greta Thunberg at #UNGA: ""This is all wrong… You all come to us young people for hope. How dare you!""

""You have stolen my dreams…"
5dcaf697c14b24d0701c0529,1,0,"RT @maroontito: *Greta Thunberg, a climate change activist calling out the current US government for lack of action* 

Pinoys: Wow! Such an…"
5dcaf697c14b24d0701c052a,0,0,"RT @th3j35t3r: Just a picture of a petulant, angry child and Greta Thunberg. https://t.co/yfBSfFJRMV"
5dcaf697c14b24d0701c052b,0,1,"RT @AynRandPaulRyan: Trump humper Michael Knowles just called Greta Thunberg a ""mentally ill Swedish child"" and @ChristopherHahn tore him a…"
5dcaf697c14b24d0701c052c,0,0,"RT @TheEconomist: ""The eyes of all future generations are upon you. And if you choose to fail us I say we will never forgive you,"" Greta Th…"
5dcaf697c14b24d0701c052d,1,0,RT @ValerieComplex: I hope the same energy given to Greta Thunberg is the same energy you give to Little Miss Flint because Flint still wit…
5dcaf697c14b24d0701c052e,0,1,"""A Fox News guest called Greta Thunberg ‘mentally ill.’ The network apologized for the ‘disgraceful’ comment"""
5dcaf697c14b24d0701c052f,0,0,It would be interesting to hear some solutions rather than problems and blame #gretathunberg
5dcaf697c14b24d0701c0530,1,0,"RT @maroontito: *Greta Thunberg, a climate change activist calling out the current US government for lack of action* 

Pinoys: Wow! Such an…"
5dcaf697c14b24d0701c0531,0,0,"RT @maykamaykaba: Reality check: The Filipino youth have been fighting for our environment, but the sad thing here is that unlike Greta Thu…"
5dcaf697c14b24d0701c0532,0,1,RT @GretaThunberg: “People are suffering. People are dying. Entire ecosystems are collapsing. We are in the beginning of a mass extinction.…
5dcaf697c14b24d0701c0533,0,0,"RT @timjacobwise: You can't have it both ways. You can't attack young folk for being self-absorbed &amp; only concerned about makeup tutorials,…"
5dcaf697c14b24d0701c0534,0,0,"RT @WIRED: ”People are suffering, people are dying, entire ecosystems are collapsing. We are in the beginning of a mass extinction and all…"
5dcaf697c14b24d0701c0535,0,0,RT @PrisonPlanet: Greta Thunberg (the people using her as a child human shield for their hysterical propaganda) has filed a complaint with…
5dcaf697c14b24d0701c0536,0,0,"RT @staronline: ""You have stolen my dreams and my childhood with your empty words."" - 
 Greta Thunberg 

#ClimateChange https://t.co/XOZO7T…"
5dcaf697c14b24d0701c0537,1,0,"RT @Goss30Goss: Science is fact.

Bullying a child for caring about the environment is pathetic. 

Greta Thunberg has more compassion &amp; lov…"
5dcaf697c14b24d0701c0538,0,1,"RT @washingtonpost: A Fox News guest called Greta Thunberg ""mentally ill."" The network apologized for the ""disgraceful"" comment. https://t.…"
5dcaf698c14b24d0701c0539,1,0,RT @PrisonPlanet: Greta Thunberg (the people using her as a child human shield for their hysterical propaganda) has filed a complaint with…
5dcaf698c14b24d0701c053a,0,0,RT @ResisterSiano: Raise your hand if you think Greta Thunberg is more intelligent than every member of the GOP.
5dcaf698c14b24d0701c053b,1,0,RT @ed_solomon: The people who got mad at or threatened by Greta Thunberg’s anger &amp; emotionalism and called it childish &amp; immature are the…
5dcaf698c14b24d0701c053c,0,0,RT @Dorling83: '16 year old Greta Thunberg is too young to make her own mind up and has been groomed' scream people who said that Shamima B…
5dcaf698c14b24d0701c053d,1,0,RT @EricHolthaus: BREAKING: Greta Thunberg and other kids from around the world are suing world leaders in a landmark new climate lawsuit.…
5dcaf698c14b24d0701c053e,1,0,"RT @adamcbest: When conservatives attack young activists like David Hogg and Greta Thunberg what they are really saying is “Hey, kids, stop…"
5dcaf698c14b24d0701c053f,0,0,RT @ResisterSiano: Raise your hand if you think Greta Thunberg is more intelligent than every member of the GOP.
5dcaf698c14b24d0701c0540,0,0,"RT @CNN: ""You have stolen my dreams and my childhood with your empty words,"" climate activist Greta Thunberg tells the UN. ""We are in the b…"
5dcaf698c14b24d0701c0541,0,0,RT @GretaThunberg: “People are suffering. People are dying. Entire ecosystems are collapsing. We are in the beginning of a mass extinction.…
5dcaf698c14b24d0701c0542,0,1,"Donald Trump Mocks 16-year-old Greta Thunberg, Twitter Reacts: 'She Has More Class in Her Little Finger'… https://t.co/cm1gPMtMHs"
5dcaf698c14b24d0701c0543,0,0,"RT @MattWalshBlog: China emits more carbon dioxide than the US, UK, France, Spain, Germany, Poland, Italy, and every other EU country COMBI…"
5dcaf698c14b24d0701c0544,0,0,"RT @CNN: ""You have stolen my dreams and my childhood with your empty words,"" climate activist Greta Thunberg tells the UN. ""We are in the b…"
5dcaf698c14b24d0701c0545,0,0,"RT @th3j35t3r: Just a picture of a petulant, angry child and Greta Thunberg. https://t.co/yfBSfFJRMV"
5dcaf698c14b24d0701c0546,0,0,"RT @th3j35t3r: Just a picture of a petulant, angry child and Greta Thunberg. https://t.co/yfBSfFJRMV"
