id,label,tweet
5dcca652f372816fadd09496,0,"itâ€™s 2022, greta thunberg has never left her sailboat. she confiscated arms from military vessel and sails around pirating US cargo ships"
5dcabb49dd8a420f9f1d5779,0,"It's really disgusting that some people are making fun of Greta Thunberg, a 16 year old climate change activist witâ€¦ https://t.co/wTJEOtH1k1"
5dcaf694c14b24d0701c04ed,1,Last time when someone spoke with such conviction about an impending event without full knowledge of facts and evidâ€¦ https://t.co/fgAPSShaWo
5dcaf694c14b24d0701c04ee,1,Last time when someone spoke with such conviction about an impending event without full knowledge of facts and evidâ€¦ https://t.co/fgAPSShaWo
5dcabb51dd8a420f9f1d5819,1,Let Us Now Praise Greta Thunbergâ€™s White-Hot Rage https://t.co/NVdVhn85wn
5dcca70cf372816fadd094d8,0,Looks like she is experiencing a bit of her climate change concerns.
5dcca72ef372816fadd094e5,1,Love this work by @PDabashi for its lyricism and its insights on Larsen. It's a beautiful model for the open letterâ€¦ https://t.co/XqjeUvFmZn
5dcca75bf372816fadd094f0,1,make her clean the poop deck https://t.co/FT8zkvPjZb
5dcabb50dd8a420f9f1d580d,0,Memes mocking Greta Thunberg on her appearance are a great way to show youâ€™re a beta cuck that gave up and will letâ€¦ https://t.co/XvXViIlP3U
5dc88576678e6d23f7706560,0,Might want to consider taking that down before the building  commits suicide?
5dc88554678e6d23f7706543,1,Mural of 16-year-old climate activist Greta Thunberg goes up in San Francisco to mixed responses https://t.co/raVDpgJu3N
5dc88584678e6d23f770656b,0,Must be looking at all the poop and urine in the streets.
5dcaf694c14b24d0701c04fa,0,New from Mediaite â†’ Has Fox News Cuts Ties With Michael Knowles After â€˜Mentally Illâ€™ Comment About Greta Thunberg? https://t.co/kSfYgRhMRD
5dc88570678e6d23f770655b,0,"New song out - Fremen.

Listen to the hot dry breath of Shai-Hulud.
If that doesn't work, try listening to Greta Thâ€¦ https://t.co/nFoQRfOwVS"
5dcaf685c14b24d0701c03dc,0,Obama meets with teen climate activist Greta Thunberg https://t.co/nVSh9EvMkd
5dc88575678e6d23f770655f,1,OMG really ðŸ™„
5dcaf691c14b24d0701c04bb,0,"On Greta Thunberg. Best case scenario, sheâ€™s just naturally annoying. Worst case scenario, sheâ€™s being manipulated.â€¦ https://t.co/YadK2vdZNT"
5dc88585678e6d23f770656c,0,Pictures of Greta Thunberg are being used to shame office workers who use single-use plastic https://t.co/EosYzeXIJ4 via @yahooindia
5dc8856d678e6d23f7706558,0,Quite right Baroness Thatcher. Unfortunately Conservative MPs are five times as likely to vote against climate actiâ€¦ https://t.co/Eu8CJ5fsR1
5dcca655f372816fadd09497,1,RT @_Chanadler_bong: Girls who talk about girl's problem are great but girls who talk about environmental problem are GRETA
5dcabb3add8a420f9f1d5649,0,"RT @_SJPeace_: Greta Thunberg

""This is all wrong. I shouldnâ€™t be up here. I should be in school on the other side of the ocean. Yet you coâ€¦"
5dcaf693c14b24d0701c04e4,0,"RT @_SJPeace_: Greta Thunberg

""This is all wrong. I shouldnâ€™t be up here. I should be in school on the other side of the ocean. Yet you coâ€¦"
5dcaf693c14b24d0701c04ea,0,"RT @_SJPeace_: Greta Thunberg

""This is all wrong. I shouldnâ€™t be up here. I should be in school on the other side of the ocean. Yet you coâ€¦"
5dcaf695c14b24d0701c0508,0,"RT @_SJPeace_: Greta Thunberg

""This is all wrong. I shouldnâ€™t be up here. I should be in school on the other side of the ocean. Yet you coâ€¦"
5dcaf680c14b24d0701c037a,0,"RT @_SJPeace_: Greta Thunberg

""This is all wrong. I shouldnâ€™t be up here. I should be in school on the other side of the ocean. Yet you coâ€¦"
5dcaf681c14b24d0701c0387,0,"RT @_SJPeace_: Greta Thunberg

""This is all wrong. I shouldnâ€™t be up here. I should be in school on the other side of the ocean. Yet you coâ€¦"
5dcaf685c14b24d0701c03e1,0,"RT @_SJPeace_: Greta Thunberg

""This is all wrong. I shouldnâ€™t be up here. I should be in school on the other side of the ocean. Yet you coâ€¦"
5dcabb44dd8a420f9f1d570c,0,"RT @_SJPeace_: Greta Thunberg

""This is all wrong. I shouldnâ€™t be up here. I should be in school on the other side of the ocean. Yet you coâ€¦"
5dcabb44dd8a420f9f1d5718,0,"RT @_SJPeace_: Greta Thunberg

""This is all wrong. I shouldnâ€™t be up here. I should be in school on the other side of the ocean. Yet you coâ€¦"
5dcabb44dd8a420f9f1d571a,0,"RT @_SJPeace_: Greta Thunberg

""This is all wrong. I shouldnâ€™t be up here. I should be in school on the other side of the ocean. Yet you coâ€¦"
5dcabb46dd8a420f9f1d5735,0,"RT @_SJPeace_: Greta Thunberg

""This is all wrong. I shouldnâ€™t be up here. I should be in school on the other side of the ocean. Yet you coâ€¦"
5dcabb48dd8a420f9f1d575f,0,"RT @_SJPeace_: Greta Thunberg

""This is all wrong. I shouldnâ€™t be up here. I should be in school on the other side of the ocean. Yet you coâ€¦"
5dcabb48dd8a420f9f1d5761,0,"RT @_SJPeace_: Greta Thunberg

""This is all wrong. I shouldnâ€™t be up here. I should be in school on the other side of the ocean. Yet you coâ€¦"
5dcabb49dd8a420f9f1d577c,0,"RT @_SJPeace_: Greta Thunberg

""This is all wrong. I shouldnâ€™t be up here. I should be in school on the other side of the ocean. Yet you coâ€¦"
5dcabb4ddd8a420f9f1d57ca,0,"RT @_SJPeace_: Greta Thunberg

""This is all wrong. I shouldnâ€™t be up here. I should be in school on the other side of the ocean. Yet you coâ€¦"
5dcabb4fdd8a420f9f1d57f2,0,"RT @_SJPeace_: Greta Thunberg

""This is all wrong. I shouldnâ€™t be up here. I should be in school on the other side of the ocean. Yet you coâ€¦"
5dcabb51dd8a420f9f1d581a,0,"RT @_SJPeace_: Greta Thunberg

""This is all wrong. I shouldnâ€™t be up here. I should be in school on the other side of the ocean. Yet you coâ€¦"
5dcabb3edd8a420f9f1d568e,1,"RT @_SJPeace_: This was Greta Thunberg 15, sitting alone outside the Swedish Parliament a year ago.

The picture on the right is now. She iâ€¦"
5dcaf682c14b24d0701c039f,1,"RT @_SJPeace_: This was Greta Thunberg 15, sitting alone outside the Swedish Parliament a year ago.

The picture on the right is now. She iâ€¦"
5dcabb46dd8a420f9f1d573c,1,"RT @_SJPeace_: This was Greta Thunberg 15, sitting alone outside the Swedish Parliament a year ago.

The picture on the right is now. She iâ€¦"
5dcaf692c14b24d0701c04d2,0,"RT @1776Stonewall: psychotic Swedish teen climate freak, Greta Thunberg, and 15 other brainwashed children file climate complaints againstâ€¦"
5dcabb44dd8a420f9f1d5716,0,"RT @1776Stonewall: psychotic Swedish teen climate freak, Greta Thunberg, and 15 other brainwashed children file climate complaints againstâ€¦"
5dcabb47dd8a420f9f1d5750,0,"RT @1776Stonewall: psychotic Swedish teen climate freak, Greta Thunberg, and 15 other brainwashed children file climate complaints againstâ€¦"
5dcabb48dd8a420f9f1d575e,0,"RT @1776Stonewall: psychotic Swedish teen climate freak, Greta Thunberg, and 15 other brainwashed children file climate complaints againstâ€¦"
5dcabb49dd8a420f9f1d577b,0,"RT @1776Stonewall: psychotic Swedish teen climate freak, Greta Thunberg, and 15 other brainwashed children file climate complaints againstâ€¦"
5dcaf682c14b24d0701c03a1,0,"RT @ABC: ""You are still not mature enough to tell it like it is,"" teen climate activist Greta Thunberg tells world leaders at #UNGA. ""You aâ€¦"
5dcaf688c14b24d0701c040c,0,"RT @ABC: ""You are still not mature enough to tell it like it is,"" teen climate activist Greta Thunberg tells world leaders at #UNGA. ""You aâ€¦"
5dcaf697c14b24d0701c0528,0,"RT @ABC: Greta Thunberg at #UNGA: ""This is all wrongâ€¦ You all come to us young people for hope. How dare you!""

""You have stolen my dreamsâ€¦"
5dcaf67fc14b24d0701c0370,0,"RT @ABC: Swedish climate activist Greta Thunberg at #UNGA: ""This is all wrong...You all come to us young people for hope. How dare you! Youâ€¦"
5dcaf686c14b24d0701c03ec,0,"RT @ABC: Swedish climate activist Greta Thunberg at #UNGA: ""This is all wrong...You all come to us young people for hope. How dare you! Youâ€¦"
5dcabb45dd8a420f9f1d572c,0,"RT @ABC: Swedish climate activist Greta Thunberg at #UNGA: ""This is all wrong...You all come to us young people for hope. How dare you! Youâ€¦"
5dcabb49dd8a420f9f1d5778,0,"RT @ABC: Swedish climate activist Greta Thunberg at #UNGA: ""This is all wrong...You all come to us young people for hope. How dare you! Youâ€¦"
5dcabb4add8a420f9f1d5793,0,"RT @ABC: Swedish climate activist Greta Thunberg at #UNGA: ""This is all wrong...You all come to us young people for hope. How dare you! Youâ€¦"
5dcaf688c14b24d0701c0409,0,RT @abcnews: Greta Thunberg â€œrepresents the anger of that generation. It might insult a whole lot of middle aged white guys because itâ€™s noâ€¦
5dcabb3fdd8a420f9f1d56a4,0,"RT @AdamBandt: The climate criminals who lead us, like PM Morrison, _know_ we must at least triple pollution cuts to avoid collapse, yet thâ€¦"
5dcabb3add8a420f9f1d563c,0,"RT @adamcbest: When conservatives attack young activists like David Hogg and Greta Thunberg what they are really saying is â€œHey, kids, stopâ€¦"
5dcaf694c14b24d0701c04fb,0,"RT @adamcbest: When conservatives attack young activists like David Hogg and Greta Thunberg what they are really saying is â€œHey, kids, stopâ€¦"
5dcaf698c14b24d0701c053e,0,"RT @adamcbest: When conservatives attack young activists like David Hogg and Greta Thunberg what they are really saying is â€œHey, kids, stopâ€¦"
5dcaf686c14b24d0701c03eb,0,"RT @adamcbest: When conservatives attack young activists like David Hogg and Greta Thunberg what they are really saying is â€œHey, kids, stopâ€¦"
5dcabb44dd8a420f9f1d570f,0,"RT @adamcbest: When conservatives attack young activists like David Hogg and Greta Thunberg what they are really saying is â€œHey, kids, stopâ€¦"
5dcabb49dd8a420f9f1d576f,0,"RT @adamcbest: When conservatives attack young activists like David Hogg and Greta Thunberg what they are really saying is â€œHey, kids, stopâ€¦"
5dcabb4ddd8a420f9f1d57c7,0,"RT @adamcbest: When conservatives attack young activists like David Hogg and Greta Thunberg what they are really saying is â€œHey, kids, stopâ€¦"
5dcabb4ddd8a420f9f1d57c8,0,"RT @adamcbest: When conservatives attack young activists like David Hogg and Greta Thunberg what they are really saying is â€œHey, kids, stopâ€¦"
5dcabb50dd8a420f9f1d5804,0,"RT @adamcbest: When conservatives attack young activists like David Hogg and Greta Thunberg what they are really saying is â€œHey, kids, stopâ€¦"
5dcabb50dd8a420f9f1d5806,0,"RT @adamcbest: When conservatives attack young activists like David Hogg and Greta Thunberg what they are really saying is â€œHey, kids, stopâ€¦"
5dcaf683c14b24d0701c03b9,0,"RT @AJEnglish: This was the moment Swedish teen climate activist, Greta Thunberg, crossed paths with US President, Donald Trump, at the UNâ€™â€¦"
5dcaf68fc14b24d0701c049e,1,"RT @alcadevinc: Greta Thunberg is being praised for fighting for the environment. 

Meanwhile, when Lumad youth speaks up, they are being pâ€¦"
5dcaf694c14b24d0701c04fe,1,"RT @alcadevinc: Greta Thunberg is being praised for fighting for the environment. 

Meanwhile, when Lumad youth speaks up, they are being pâ€¦"
5dcaf696c14b24d0701c0522,1,"RT @alcadevinc: Greta Thunberg is being praised for fighting for the environment. 

Meanwhile, when Lumad youth speaks up, they are being pâ€¦"
5dcaf682c14b24d0701c039c,1,"RT @alcadevinc: Greta Thunberg is being praised for fighting for the environment. 

Meanwhile, when Lumad youth speaks up, they are being pâ€¦"
5dcaf682c14b24d0701c03a6,1,"RT @alcadevinc: Greta Thunberg is being praised for fighting for the environment. 

Meanwhile, when Lumad youth speaks up, they are being pâ€¦"
5dcaf688c14b24d0701c0415,1,"RT @alcadevinc: Greta Thunberg is being praised for fighting for the environment. 

Meanwhile, when Lumad youth speaks up, they are being pâ€¦"
5dcabb3ddd8a420f9f1d5683,1,"RT @amandaottaway: Teen climate activist Greta Thunberg, shaking with emotion, in a scathing speech to UN leaders just now: 

""This is allâ€¦"
5dcabb3ddd8a420f9f1d5681,1,RT @AngelaBelcamino: Greta Thunberg is all of us. https://t.co/FnSx7xTc1p
5dc88583678e6d23f770656a,1,RT @anniefryman: San Francisco subsidizes street parking  for personal vehicles to the tune of $800 million per year. https://t.co/KFn1wAsCâ€¦
5dcabb3fdd8a420f9f1d56b2,1,"RT @AnnOlivarius: So rare to see a girl (not to mention a woman) so utterly devoid of any desire to please, placate or cajole. Greta Thunbeâ€¦"
5dcabb50dd8a420f9f1d57fe,1,"RT @AnnOlivarius: So rare to see a girl (not to mention a woman) so utterly devoid of any desire to please, placate or cajole. Greta Thunbeâ€¦"
5dcaf685c14b24d0701c03e5,1,"RT @AsteadWesley: Greta ""drag them sis"" Thunberg https://t.co/0jZHQ9DN1l"
5dcabb4add8a420f9f1d5787,1,"RT @AsteadWesley: Greta ""drag them sis"" Thunberg https://t.co/0jZHQ9DN1l"
5dc8855d678e6d23f770654b,1,RT @Atenatioweren: Peak White Liberalism is Building a Mural to a Scandinavian Climate Activist while ignoring Native Stewards of the Landâ€¦
5dcaf693c14b24d0701c04e6,1,RT @attomeybharti: And Iâ€™m also sure that @ImRo45 will resign from @mipaltan which is funded by money earned from selling fossil fuels. Greâ€¦
5dcca70cf372816fadd094d7,1,"RT @australian: A pair of Australian YouTube stars will sail Greta Thunberg across the Atlantic in time for a UN climate summit in Spain.
hâ€¦"
5dcabb43dd8a420f9f1d5702,1,"RT @AuthorKimberley: ""On Monday, Greta Thunberg and 15 other young people filed a potentially world-changing lawsuit. 

They announced thatâ€¦"
5dcabb4cdd8a420f9f1d57aa,1,"RT @AuthorKimberley: ""On Monday, Greta Thunberg and 15 other young people filed a potentially world-changing lawsuit. 

They announced thatâ€¦"
5dcaf697c14b24d0701c052b,0,"RT @AynRandPaulRyan: Trump humper Michael Knowles just called Greta Thunberg a ""mentally ill Swedish child"" and @ChristopherHahn tore him aâ€¦"
5dcaf680c14b24d0701c0385,0,"RT @AynRandPaulRyan: Trump humper Michael Knowles just called Greta Thunberg a ""mentally ill Swedish child"" and @ChristopherHahn tore him aâ€¦"
5dc8852c678e6d23f7706521,1,RT @B52Malmet: Greta Thunberg will not be silenced. https://t.co/YRtGs5l4tS
5dcabb42dd8a420f9f1d56ee,0,"RT @B52Malmet: If you havenâ€™t seen this moment, it is everything. This is looking at the devil passing you by. @GretaThunberg stares down Tâ€¦"
5dcabb50dd8a420f9f1d580c,0,"RT @B52Malmet: If you havenâ€™t seen this moment, it is everything. This is looking at the devil passing you by. @GretaThunberg stares down Tâ€¦"
5dcaf693c14b24d0701c04dd,0,RT @Bdwal359: Hey @FoxNews how much longer are you going to allow this type of disgusting behavior from @IngrahamAngle? This is no better tâ€¦
5dcaf683c14b24d0701c03b7,1,RT @Bdwal359: Hey @FoxNews how much longer are you going to allow this type of disgusting behavior from @IngrahamAngle? This is no better tâ€¦
5dcabb3fdd8a420f9f1d56b5,0,"RT @bearshrugged: I was not going to do this as I do not like too personal information on the internet, but the latest Greta Thunberg videoâ€¦"
5dcabb51dd8a420f9f1d5811,0,"RT @bearshrugged: I was not going to do this as I do not like too personal information on the internet, but the latest Greta Thunberg videoâ€¦"
5dcabb51dd8a420f9f1d5822,0,"RT @bearshrugged: I was not going to do this as I do not like too personal information on the internet, but the latest Greta Thunberg videoâ€¦"
5dcabb3ddd8a420f9f1d5680,1,"RT @BeckyBunzy: Greta Thunberg was nominated for the Nobel Peace Prize. The winner will be announced on October 11th.

I hope she wins. Thaâ€¦"
5dcca5baf9456a4383899134,1,"RT @beefyfarmer: Greta has worked her magic in Sweden ðŸ˜‚ðŸ˜‚ðŸ¤£
Snowiest in over 100 years
https://t.co/AV6S6lS6D7"
5dcaf684c14b24d0701c03d3,0,"RT @benyahr: Watch. Listen. Share. 

Greta Thunberg is a force.  https://t.co/7jpc2Nf5k5"
5dcaf698c14b24d0701c054a,1,"RT @Berlinnaeus: Just happened to hear Ryan Tubridy emoting his ""concern"" for #GretaThunberg - ""she's a child"" etc. Ryan, at her age I hadâ€¦"
5dcca726f372816fadd094e2,1,"RT @bethanywilsxn: ""â€œI had my 16th birthday on BLUE VELVET,â€ Dern tells Ronan. â€œI relate to your experience on ATONEMENT.â€ ðŸ¥º 

https://t.coâ€¦"
5dcaf696c14b24d0701c051b,1,"RT @billmckibben: Big thanks to @GretaThunberg for straightforwardly taking on the ""fairytale of eternal economic growth.""
https://t.co/0uKâ€¦"
5dcabb4ddd8a420f9f1d57c4,1,"RT @billmckibben: Big thanks to @GretaThunberg for straightforwardly taking on the ""fairytale of eternal economic growth.""
https://t.co/0uKâ€¦"
